"","CONTROL","TESTERID","SEQRH","HSITEAD","HSITETYP","HUNITNO","HCITY","HSTATE","HZIP","HADHOME","HINSPCT","HBEDRMS","HHMTYPE","HHMNEW","HINTCON","HEXTCON","HNOIS","HSAFE","HSCHL","HINVS","HPUBS","HRACE","HRACETX","RACEID","COMP","RELEASE","HPRICE","DELREC","HINT1","HINT2","HINT3","HINT4","HEXT1","HEXT2","HEXT3","HEXT4"
"119","AQ-SA-1601-1","AQ088",1,"6800 Bonita NE",NA,"","Albuquerque","NM","87110",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",195000,-1,0,0,0,NA,0,0,0,NA
"120","AQ-SA-1601-1","AQ088",2,"7648 Calle Armonia NE",NA,"","Albuquerque","NM","87113",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",210000,-1,0,0,0,NA,0,0,0,NA
"121","AQ-SA-1601-1","AQ088",3,"1031 Joshua Drive SE",NA,"","Albuquerque","NM","87124",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",295000,-1,0,0,0,NA,0,0,0,NA
"122","AQ-SA-1601-1","AQ088",4,"5009 Mirador Drive NW",NA,"","Albuquerque","NM","87120",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",169500,-1,-1,-1,-1,NA,-1,-1,-1,NA
"123","AQ-SA-1601-1","AQ088",5,"4923 El Aguila Place NE",NA,"","Albuquerque","NM","87120",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",2e+05,-1,-1,-1,-1,NA,-1,-1,-1,NA
"124","AQ-SA-1601-1","AQ088",6,"5819 Painted Pony NW",NA,"","Albuquerque","NM","87120",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",215000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"125","AQ-SA-1601-1","AQ088",7,"9904 Bradford Place NW",NA,"","Albuquerque","NM","87114",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",215000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"126","AQ-SA-1601-1","AQ092",1,"1031 Joshua Drive SE",NA,"","Rio Rancho","NM","87124",0,1,3,1,NA,NA,NA,3,3,1,4,3,0,"",24,1,"",295000,-1,0,0,0,NA,0,0,0,NA
"127","AQ-SA-1601-1","AQ092",2,"8419 Rancho Ventoso Ct. NW",NA,"","Albuquerque","NM","87120",0,1,3,1,NA,NA,NA,3,3,3,4,3,1,"asked if tester spoke Spanish. Asked about last name,",24,1,"",214000,-1,0,0,0,NA,0,0,0,NA
"128","AQ-SA-1601-1","AQ092",3,"7700 Calle Comodo NE",NA,"","Albuquerque","NM","87113",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",220000,-1,0,0,0,NA,0,0,0,NA
"129","AQ-SA-1601-1","AQ092",4,"6800 Bonita NE",NA,"","Albuquerque","-1","87110",0,1,3,3,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",195000,-1,0,0,0,NA,0,0,0,NA
"130","AQ-SA-1601-1","AQ092",5,"7512 Bellrose Ave NE",NA,"","Albuquerque","NM","87110",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",205000,-1,0,0,0,NA,0,0,0,NA
"131","AQ-SA-1602-1","AQ094",1,"1415 Bryn Mawr Drive NE",NA,"","Albuquerque","NM","87106",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",370000,-1,0,0,0,NA,0,0,0,NA
"132","AQ-SA-1602-1","AQ094",2,"1739 Rita Drive",NA,"","Albuquerque","NM","87110",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",4e+05,-1,0,0,0,NA,0,0,0,NA
"133","AQ-SA-1602-1","AQ094",3,"1720 Rita Drive NE",NA,"","Albuquerque","NM","87106",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",395000,-1,0,0,0,NA,0,0,0,NA
"134","AQ-SA-1602-1","AQ094",4,"3868 Bay Hill Loop SE",NA,"","Rio Rancho","NM","87124",1,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",390000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"135","AQ-SA-1605-1","AQ097",1,"10325 Los Arboles NE",NA,"","ALbuquerque","NM","87112",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",162900,-1,0,0,0,NA,0,0,0,NA
"136","AQ-SA-1605-1","AQ097",2,"600 Sandler Dr NE",NA,"","Albuquerque","NM","87123",0,1,3,1,NA,NA,NA,3,2,3,4,3,0,"",11,1,"",161000,-1,0,0,0,NA,0,1,1,NA
"137","AQ-SA-1605-1","AQ097",3,"10935 Jicama SE",NA,"","ALbuquerque","NM","87123",0,1,3,1,NA,NA,NA,1,1,3,4,3,0,"",11,1,"",114300,-1,1,1,0,NA,0,0,0,NA
"138","AQ-SA-1801-1","AQ008",1,"545 Stallion Rd.",NA,"","Rio Rancho","NM","87124",1,1,3,1,NA,NA,NA,3,1,3,1,3,0,"",11,1,"",129900,-1,1,0,0,NA,0,0,0,NA
"139","AQ-SA-2002-1","AQ037",1,"4012 Ranchos Vistos",NA,"","Albuquerque","NM","87120",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",165000,-1,0,1,0,NA,0,0,0,NA
"140","AQ-SA-2002-1","AQ037",2,"6124 Thicket St NW",NA,"","albuquerque","NM","87120",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",189000,-1,0,0,0,NA,0,0,0,NA
"141","AQ-SA-2002-1","AQ037",3,"4616 Prairie View Rd",NA,"","Albuquerque","NM","87120",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",165000,-1,0,0,0,NA,0,0,0,NA
"142","AQ-SA-2002-1","AQ037",4,"5308 Tierra Amada NW",NA,"","Albuquerque","NM","87120",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",2e+05,-1,0,0,0,NA,0,0,0,NA
"143","AQ-SA-2002-1","AQ037",5,"4905 Costa Uasca NW",NA,"","Albuquerque","NM","87120",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",189000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"144","AQ-SA-2002-1","AQ037",6,"6116 Black Ridge Dr.",NA,"","Albuquerque","NM","87120",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",195000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"145","AQ-SA-2302-1","AQ085",1,"12409 Princess Jeanne Ave",NA,"","Albuquerque","NM","87112",1,1,3,1,NA,NA,NA,1,3,3,4,3,0,"",14,1,"",229900,-1,0,0,0,NA,0,0,0,NA
"146","AQ-SA-2402-1","AQ085",1,"3340 Lockerbie Dr Se",NA,"","Rio Rancho","NM","87124",1,1,3,4,NA,NA,NA,3,3,1,4,3,0,"",14,1,"",214900,-1,0,0,0,NA,0,0,0,NA
"147","AQ-SA-2405-1","AQ094",1,"2036 violeta",NA,"","Rio Rancho","NM","87124",0,1,3,1,NA,NA,NA,1,1,1,4,1,0,"",24,1,"",185000,-1,0,0,0,NA,0,0,0,NA
"148","AQ-SA-2405-1","AQ094",2,"2319 Margarita Dr.S.E.",NA,"","Rio Rancho","NM","87124",1,1,3,1,NA,NA,NA,3,3,3,3,3,0,"",24,1,"",199000,-1,0,0,0,NA,0,0,0,NA
"149","AQ-SA-2405-1","AQ094",3,"1814 Cantera St SE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,2,3,4,3,0,"",24,-1,"",199900,1,0,0,0,NA,0,0,0,NA
"150","AQ-SA-2405-1","AQ094",4,"1814 Cantera St SE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,2,3,4,3,0,"",24,1,"",199900,-1,0,0,0,NA,0,0,0,NA
"151","AQ-SA-2405-1","AQ094",5,"1233 Danzante Dr. SE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",220000,-1,0,0,0,NA,0,0,0,NA
"152","AQ-SA-2405-1","AQ094",6,"1626 Agua Dulce Dr SE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",199900,-1,0,0,0,NA,0,0,0,NA
"153","AQ-SA-2410-1","AQ037",1,"9605 La Playa St NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",229900,-1,0,0,0,NA,0,0,0,NA
"154","AQ-SA-2410-1","AQ037",2,"1613 Lester Dr NE",NA,"","Albuquerque","NM","87112",0,1,-1,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",235000,-1,0,0,0,NA,0,0,0,NA
"155","AQ-SA-2410-1","AQ037",3,"8001 Camino Paisano St NW",NA,"","Albuquerque","NM","87120",0,0,-1,1,NA,NA,NA,2,3,3,4,3,0,"",14,1,"",221500,-1,-1,-1,-1,NA,-1,-1,-1,NA
"156","AQ-SA-2410-1","AQ037",4,"8419 Ranshoc Ventoso Ct NW",NA,"","Albuquerque","NM","87120",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",214900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"157","AQ-SA-2410-1","AQ037",5,"4440 Rancho Centro NW",NA,"","Albuquerque","NM","87120",0,0,-1,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",206000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"158","AQ-SA-2410-1","AQ037",6,"4444 Rio Trumperos Ct NW",NA,"","Albuquerque","NM","87120",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",205000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"159","AQ-SA-2410-1","AQ037",7,"5201 Marcadas Rd NW",NA,"","Albuquerque","NM","87114",0,0,-1,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",225000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"160","AQ-SA-2410-1","AQ037",8,"8179 Ventana Cielo Ave NW",NA,"","Albuquerque","NM","87114",0,0,-1,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",2e+05,-1,-1,-1,-1,NA,-1,-1,-1,NA
"161","AQ-SA-2410-1","AQ037",9,"9216 Jill Patricia St NW",NA,"","Albuquerque","NM","87114",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",229500,-1,-1,-1,-1,NA,-1,-1,-1,NA
"162","AQ-SA-2410-1","AQ037",10,"4913 Dover Pl NW",NA,"","Albuquerque","NM","87114",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",215000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"163","AQ-SA-2410-1","AQ037",11,"10301 Cedar Springs Pl NW",NA,"","Albuquerque","NM","87114",0,0,-1,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",239900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"164","AQ-SA-2410-1","AQ037",12,"5815 Soria Ave NW",NA,"","Albuquerque","NM","87114",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",215900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"165","AQ-SA-2508-1","AQ088",1,"3260 Zia Rd NE",NA,"","Rio Rancho","NM","87144",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",184900,-1,0,0,0,NA,0,0,0,NA
"166","AQ-SA-2508-1","AQ088",2,"3043 Zia St",NA,"","Rio Rancho","NM","87144",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",160000,-1,0,0,0,NA,0,0,0,NA
"167","AQ-SA-2508-1","AQ088",3,"465 Peaceful Meadows Dr NE",NA,"","Rio Rancho","NM","87144",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",180000,-1,0,0,0,NA,0,0,0,NA
"168","AQ-SA-2508-1","AQ088",4,"3872 Tranquil Meadows Dr NE",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",192000,-1,0,0,0,NA,0,0,0,NA
"169","AQ-SA-2508-1","AQ088",5,"344 Peaceful Meadows Dr NE",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",175000,-1,0,0,0,NA,0,0,0,NA
"170","AQ-SA-2508-1","AQ094",1,"3260 Zia St. NE",NA,"","Rio Rancho","NM","87144",1,1,4,1,NA,NA,NA,3,3,3,1,3,0,"",14,1,"",184900,-1,1,0,0,NA,0,0,0,NA
"171","AQ-SA-2508-1","AQ094",2,"3240 Cochiti St. NE",NA,"","Rio Rancho","NM","87144",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",185000,-1,0,0,0,NA,0,0,0,NA
"172","AQ-SA-2508-1","AQ094",3,"3626 Havasu Falls St.NE",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",184900,-1,0,0,0,NA,0,0,1,NA
"173","AQ-SA-2602-1","AQ037",1,"2427 Brackley Dr NW",NA,"","Albuquerque","NM","87120",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",2,-1,0,0,0,NA,0,0,0,NA
"174","AQ-SA-2602-1","AQ037",2,"1312 Desert Bloom Ave NW",NA,"","Albuquerque","NM","87120",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",2,-1,0,0,0,NA,0,0,0,NA
"175","AQ-SA-2602-1","AQ037",3,"6900 Marigot Rd NW",NA,"","Albuquerque","NM","87120",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",2,-1,0,0,0,NA,0,0,0,NA
"176","AQ-SA-2603-1","AQ088",1,"5513 Estrellita Del Norte Rd NE",NA,"","Albuquerque","NM","87111",1,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",11,1,"",349900,-1,0,0,0,NA,0,0,0,NA
"177","AQ-SA-2603-1","AQ088",2,"621 Glen Oak NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",11,1,"",369900,-1,0,0,0,NA,0,0,0,NA
"178","AQ-SA-2603-1","AQ088",3,"9705 Tanoan DR NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",11,1,"",324900,-1,0,0,0,NA,0,0,0,NA
"179","AQ-SA-2603-1","AQ088",4,"9516 Peralta Rd NE",NA,"","Albuquerque","NM","87109",0,0,3,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,"",11,1,"",339000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"180","AQ-SA-2603-1","AQ088",5,"10121 Irbid Rd NE",NA,"","Albuquerque","NM","87122",0,0,3,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,"",11,1,"",329000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"181","AQ-SA-2603-1","AQ088",6,"9505 Rosas Ave NE",NA,"","Albuquerque","NM","87109",0,0,4,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,"",11,1,"",345900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"182","AQ-SA-2603-1","AQ088",7,"9119 Wallace Ave NE",NA,"","Albuquerque","NM","87109",0,0,4,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,"",11,1,"",375000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"183","AQ-SA-2605-1","AQ088",1,"9905 Lorelei Rd NE",NA,"","Albuquerque","NM","87111",1,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",279500,-1,0,0,0,NA,0,0,0,NA
"184","AQ-SA-2605-1","AQ088",2,"5216 Ancala Trl NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",269000,-1,0,0,0,NA,0,0,0,NA
"185","AQ-SA-2605-1","AQ088",3,"6620 Academy Ridge Ct NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",260000,-1,0,0,0,NA,0,0,0,NA
"186","AQ-SA-2605-1","AQ088",4,"9908 Alexandria Rd NE",NA,"","Albuquerque","NM","87112",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",279500,-1,0,0,0,NA,0,0,0,NA
"187","AQ-SA-2606-1","AQ088",1,"1268 Amole Vista St SW",NA,"","Albuquerque","NM","87121",1,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",115000,-1,0,0,0,NA,0,0,0,NA
"188","AQ-SA-2606-1","AQ088",2,"635 Torretta Dr SW",NA,"","Albuquerque","NM","87121",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",108522,-1,0,0,0,NA,0,0,0,NA
"189","AQ-SA-2606-1","AQ088",3,"1235 Diamond Pl NE",NA,"","Albuquerque","NM","87121",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",109400,-1,0,0,0,NA,0,0,0,NA
"190","AQ-SA-2606-1","AQ088",4,"819 Terracotta SW",NA,"","Albuquerque","NM","87121",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",120000,-1,0,0,0,NA,0,0,0,NA
"191","AQ-SA-2606-1","AQ088",5,"9024 Eiffel Ave SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",113900,-1,0,0,0,NA,0,0,0,NA
"192","AQ-SA-2606-1","AQ094",1,"1268 Amole Vista SW ST. SW",NA,"","Albuquerque","NM","87121",1,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",115000,-1,0,0,0,NA,0,0,0,NA
"193","AQ-SA-2606-1","AQ094",2,"505 Whisper Mesa",NA,"","Albuquerque","NM","87121",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",125000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"194","AQ-SA-2606-1","AQ094",3,"480 Ridge Stone Dr. SW",NA,"","Albuquerque","NM","87121",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",120000,-1,0,0,0,NA,0,0,0,NA
"195","AQ-SA-2606-1","AQ094",4,"9516 Water Stone Rd SW",NA,"","Albuquerque","NM","87121",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",120000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"196","AQ-SA-2606-1","AQ094",5,"8424 Vista Penasco Dr. SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",117000,-1,0,0,0,NA,0,0,0,NA
"197","AQ-SA-2606-1","AQ094",6,"3132 Rio San Diego Pl SW",NA,"","Albuquerque","NM","87121",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",125000,-1,0,0,0,NA,0,0,0,NA
"198","AQ-SA-2618-1","AQ022",1,"1717 Kirby ST NE",NA,"","Albuquerque","NM","87112",1,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",150000,-1,0,0,0,NA,0,0,0,NA
"199","AQ-SA-2618-1","AQ022",2,"9117 Los Arboles AVE NE",NA,"","ALbuquerque","NM","87112",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",153900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"200","AQ-SA-2618-1","AQ022",3,"9228 Lagrima De Oro RD NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",159900,-1,0,0,0,NA,0,0,0,NA
"201","AQ-SA-2618-1","AQ037",1,"7904 Cockatoo Ln NE",NA,"","Albuquerque","NM","87109",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",144990,-1,1,1,0,NA,0,0,0,NA
"202","AQ-SA-2618-1","AQ037",2,"7251 Whippoorwill Ln NE",NA,"","Albuquerque","NM","87109",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",149900,-1,0,0,0,NA,0,0,0,NA
"203","AQ-SA-2618-1","AQ037",3,"1717 Kirby St. NE",NA,"","Albuquerque","NM","87112",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",150000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"204","AQ-SA-2901-1","AQ091",1,"126 Richard",NA,"","Corrales","NM","87048",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",469900,-1,0,0,0,NA,0,0,0,NA
"205","AQ-SA-2901-1","AQ091",2,"2102 Angel Rd.",NA,"","Corrales","NM","87048",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",549000,-1,0,0,0,NA,0,0,0,NA
"206","AQ-SA-2901-1","AQ091",3,"110 Uva Rd",NA,"","Corrales","NM","87048",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",513000,-1,0,0,0,NA,0,0,0,NA
"207","AQ-SA-2901-1","AQ094",1,"159 Anya",NA,"","Corrales","NM","87048",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",485000,-1,0,0,0,NA,0,0,0,NA
"208","AQ-SA-2901-1","AQ094",2,"132 Mikaela Rd",NA,"","Corrales","NM","87048",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",379000,-1,0,0,0,NA,0,0,0,NA
"209","AQ-SA-2901-1","AQ094",3,"110 Uva Rd",NA,"","Corrales","NM","87048",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",513000,-1,0,0,0,NA,0,0,0,NA
"210","AQ-SA-2904-1","AQ022",1,"2515 corte toledo se",NA,"","rio rancho","NM","87124",1,1,5,1,NA,NA,NA,2,3,3,4,3,0,"",21,1,"",315000,-1,0,0,0,NA,0,0,0,NA
"211","AQ-SA-2904-1","AQ022",2,"1823 caramesa dr se",NA,"","rio rancho","NM","87124",0,1,5,1,NA,NA,NA,1,3,3,4,3,0,"",21,1,"",315000,-1,0,0,0,NA,0,0,0,NA
"212","AQ-SA-2904-1","AQ022",3,"2502 avenida castellana",NA,"","rio rancho","NM","87124",0,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",270000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"213","AQ-SA-2904-1","AQ022",4,"2623 camino cordoba se",NA,"","rio rancho","NM","87124",0,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",299000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"214","AQ-SA-2904-1","AQ022",5,"1909 caramesa dr se",NA,"","rio rancho","NM","87124",0,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",299000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"215","AQ-SA-2904-1","AQ037",1,"1806 Vista Del Colinas",NA,"","Rio Rancho","NM","87124",0,1,5,1,NA,NA,NA,3,3,3,1,3,0,"",14,1,"",314000,-1,0,0,0,NA,0,0,0,NA
"216","AQ-SA-2904-1","AQ037",2,"Model home on Vista Del Colinas",NA,"","Rio Rancho","NM","87124",0,1,3,1,NA,NA,NA,3,3,3,1,3,0,"",14,1,"",NA,-1,0,0,0,NA,0,0,0,NA
"217","AQ-SA-2904-1","AQ037",3,"2515 Corte Toledo SE",NA,"","Rio Rancho","NM","87124",1,1,6,1,NA,NA,NA,1,3,3,4,3,0,"",14,1,"",315000,-1,0,0,0,NA,0,0,0,NA
"218","AQ-SA-2906-1","AQ094",1,"3269 San Ildefonso Loop",NA,"","Rio Rancho","NM","87144",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",187500,-1,-1,-1,-1,NA,-1,-1,-1,NA
"219","AQ-SA-2907-1","AQ091",1,"9805 Sand Verbena NE",NA,"","Albuquerque","NM","87122",0,1,4,1,NA,NA,NA,1,3,3,1,3,0,"",11,1,"",575000,-1,0,0,0,NA,0,0,0,NA
"220","AQ-SA-2907-1","AQ091",2,"9109 Desert Ct NE",NA,"","Albuquerque","NM","87122",0,1,4,1,NA,NA,NA,3,3,3,1,3,0,"",11,1,"",6e+05,-1,0,0,0,NA,0,0,0,NA
"221","AQ-SA-2907-1","AQ091",3,"7901 Merissa Lane NE",NA,"","Albuquerque","NM","87122",0,1,4,1,NA,NA,NA,1,3,1,1,3,0,"",11,1,"",550000,-1,0,0,0,NA,0,0,0,NA
"222","AQ-SA-2908-1","AQ022",1,"711 Avanti St SW",NA,"","albuquerque","NM","87121",1,1,3,1,NA,NA,NA,2,3,3,4,3,0,"",21,1,"",118900,-1,0,0,0,NA,0,0,0,NA
"223","AQ-SA-2908-1","AQ022",2,"9516 Water Stone Rd SW",NA,"","albuquerque","NM","87121",0,1,3,1,NA,NA,NA,2,3,3,4,3,0,"",21,1,"",115000,-1,1,1,0,NA,0,1,0,NA
"224","AQ-SA-2908-1","AQ022",3,"440 Ridge Stone Drive Southwest",NA,"","albuquerque","NM","87121",0,1,3,1,NA,NA,NA,2,3,3,4,3,0,"",21,1,"",98000,-1,0,0,0,NA,0,1,1,NA
"225","AQ-SA-2908-1","AQ085",1,"711 Avanti St SW",NA,"","Albuquerque","NM","87106",1,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",118900,-1,1,0,0,NA,0,0,0,NA
"226","AQ-SA-2908-1","AQ085",2,"611 Avanti St SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",127000,-1,0,0,0,NA,0,0,0,NA
"227","AQ-SA-2908-1","AQ085",3,"524 Lone River TRL SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",119000,-1,0,0,0,NA,0,0,0,NA
"228","AQ-SA-2912-1","AQ094",1,"623 Bryn Mawr Dr NE",NA,"","Albuquerque","NM","87106",1,0,2,-1,NA,NA,NA,3,2,3,4,3,0,"",14,1,"",237000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"229","AQ-SA-2912-1","AQ094",2,"600 Vassar Dr NE",NA,"","Albuquerque","NM","87106",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",375000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"230","AQ-SA-2912-1","AQ094",3,"630 Lafayette Dr. NE",NA,"","Albuquerque","NM","87106",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",224000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"231","AQ-SA-2913-1","AQ008",1,"620 Emerald Dr NE",NA,"","Rio Rancho","NM","87124",0,1,3,1,NA,NA,NA,1,3,3,1,3,0,"",11,1,"",149900,-1,0,0,0,NA,0,0,0,NA
"232","AQ-SA-2913-1","AQ008",2,"6213 Salt Cedar Road NE",NA,"","Rio Rancho","NM","87124",0,1,3,1,NA,NA,NA,3,3,3,1,3,0,"",11,1,"",159000,-1,0,0,0,NA,0,0,0,NA
"233","AQ-SA-2913-1","AQ008",3,"2607 Withington Peak Dr NE",NA,"","Rio Rancho","NM","87144",0,1,3,1,NA,NA,NA,1,1,3,1,3,0,"",11,1,"",139900,-1,0,0,0,NA,0,0,0,NA
"234","AQ-SA-2913-1","AQ008",4,"1920 Raspberry Dr NE",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,1,3,4,3,0,"",11,1,"",127400,-1,0,0,0,NA,0,0,0,NA
"235","AQ-SA-2913-1","AQ008",5,"708 Santa Fe Meadows Dr NE",NA,"","Rio Rancho","NM","87124",0,1,3,1,NA,NA,NA,1,3,3,2,3,0,"",11,1,"",135000,-1,0,0,0,NA,0,0,0,NA
